"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"European Union","EUU","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","63336700","68444900","75601700","81873600","83040500","86046000","93106100","99026400","110047600","118318800","119105800","120642000","122480000","125186500","132063000","140539000","143838800","159601500","174043800","193726800","205004600","193389200","212111400","220146500","238100800","253225644.1","277537700","297893100","307005300","331928896","358885372","356720616","359542569","394195742","433822436","453074373","488287580","527269184","532494881","522372698","544237146.421111","580419801.395711","580528780.550501","589624592.082448","615746283.829413","660980488","709070868","763824571",
"Fragile and conflict affected situations","FCS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2623600","2924600","3160700","3413600","3682800","4412500","5474800","5705800","5961000","6330200","7147200","7827800","7634200","8236000","7811800","7382100","7404300","7361100","8427500","8163400","8600300","7727600","7323300","6443100","6701100","6152200","6438400","6618200","6681000","","","6096852","","","","","","","","","16274299.0544826","17555734.1344857","15751678.364189","17638368","17618329.7840676","16500731","16511562","16757224",
"Finland","FIN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1279500","1394800","1535800","1697500","1884600","2048300","2040400","1836300","1993400","2345800","2512200","2751100","2815100","2797300","2991300","3153300","2987800","3626100","4009900","4299500","4450200","3998700","3898400","3947500","4492000","5211900","5597500","6002300","6771100","6241600","6828143","6697556","6415606","6183906","7049416","7075195","7597125","8288683","7916485","7423265","8685772.86832543","9508050","10731828.4925915","10467321","10992792","13035848","13754228","14831371",
"Fiji","FJI","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","257100","296200","300000","313000","305000","280000","310000","322000","319300","330000","309300","324800","320200","313400","309700","382000","458800","433400","413700","426000","424200","464600","494500","479600","516900","516200","549800","586043","612727","715000","972000","836719","870571","932394","960546","946138","1146591","1259009","1276205.48","1225268.56188571","1161936","1243824","1336976","1402765","1557876",
"France","FRA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","9108000","9569200","11285100","11957500","12159300","13112800","14301900","15431300","16821200","17967000","19521000","21591200","22372400","23278100","23694300","24491900","25211400","27950200","30667300","33975500","35963900","33127800","33963900","35625600","38170400","36020400","41252600","43400700","42232400","49536300","52581312","50476541","49305864","47258820","48543473","52477178","59537872","61551258","61214656","58318312","60864422.1135135","64185339.3411299","64683769.0243213","63925151","63434263","65039503","65362743","68316473",
"Faroe Islands","FRO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","120200","125500","122800","130300","136200","139700","190400","176700","170000","175000","331100","340000","421000","428300","436100","456000","459500","393100","382800","406700","398300","436000","471400","302300","505200","508200","431300","468500","466700","423100","446688","373904","365877","385529","430873","465343","508368","535324","545640","524867","243635.528989967","121233.395658112","42729.3194712764","0","","137331","77320","",
"United Kingdom","GBR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","15568800","15796000","17308500","18959700","18062600","18074900","19472900","19484500","23186100","25312100","25551200","24578700","23872500","23376200","25825700","28229400","29373100","33705300","37573100","46354400","47113600","42861200","47819400","50187900","55475500","59688800","64208500","62763200","61940200","65738296","70436030","70331725","72381196","76388660","86054762","93602879","97544631","101622807","104713553","102464509","101515720.193399","111598546.141229","115419920.565667","118605866","124901676.052681","131512994","143781714","151867276",
"Georgia","GEO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169600","176900","152400","110500","110100","158600","117521","110800","246609","303802","228560","249131","271553","304139","310222","294400","164446","222630","178363","189316","196589","232263","220448","323303",
"Ghana","GHA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","116700","135600","131700","135600","148200","153800","233500","248800","309700","330400","279000","288800","230000","271400","261000","252600","247900","224400","247800","231900","188100","191700","206000","152400","182500","185900","197200","210600","209800","304100","314335","301135","255630","241111","96444","","","","","","169030.949606142","491583.034446243","691271.96142731","396372","407544","390457","359516","299384",
"Gibraltar","GIB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","48900","49000","51000","54500","56900","65000","65000","66000","71000","72000","80000","128000","131000","129200","132000","136000","25700","30400","26600","39700","41300","42200","23300","24200","45000","35000","36300","36300","36100","58500","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11284","146784","151776","3036","44330","53735",
"Guinea-Bissau","GNB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","20000","20000","22200","22200","20600","21000","21900","22500","19500","20500","20500","20500","20500","20500","20500","20500","20500","20500","20500","20500","20400","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","8500","9000","9500","10000","10500","11000","12000","12000","13000","13300","13300","13300","13300","13400","13700","13700","13700","27600","14000","14000","14000","14000","14000","14000","14700","14700","20900","20800","","","","","","","","","","","","25969.3823646158","130197.6","316620.85","401712","303024","400758","458222","496322",
"Greece","GRC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1614700","2021400","2412600","2802600","2304600","2832600","3541000","3883900","4670500","5021100","4891300","4900700","5633900","5811800","6878400","7456600","6479500","6567600","6659700","6632000","6134600","4937000","5465500","5478100","5812900","6006000","6396000","7060800","6403400","6590700","7937434","8430333","7579225","7518932","9276954","9452219","9481314","10206223","9442743","8795133","10352657.531181","9569211.41941763","8785275.45592775","8761116","11152236","11237054","12689082","13861828",
"Grenada","GRD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","112500","101100","98000","43000","88800","113500","119000","137800","136300","156300","118900","124400","114600","99500","124000","108400","103100","114800","98900","110200","156000","165000","230000","240000","252000","300000","300000","508400","506400","","","","","","","","","","","","313892","326146.206150004","288013.900825685","78264","69768","93129","111830","155524",
"Guam","GUM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1255510","1172372","","","","","","","","",
"Guyana","GUY","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","17800","18700","19000","20000","22000","24000","26000","27000","27000","27500","27500","81500","93000","93000","100000","104000","122500","128500","135200","143000","145700","111900","115300","115300","115300","121100","126000","126000","125500","70400","73256","47800","","","","","","","","","273160","340267.623207221","247780.347691014","0","0","","","",
"High income","HIC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","274638692","294137004","323898908","352934900","366270300","369519300","399598796","434263392","487910604","550187000","537252088","529213500","538131808","564803796","605985288","650369104","701391696","754654904","793022812","820126800","856016916","835961904","884311992","904706716","982897104","1036043940.1","1117291004","1173060292","1187848380","1278870100","1371457781","1320697503","1291393393","1318832951","1464983229","1508949746","1561150587","1634120919","1602348129","1593907824","1767908082.20971","1824163248.82453","1852977164.52738","1920400969.82247","1998748688.27893","2120507022","2242448110","2362763934",
"Hong Kong SAR, China","HKG","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5957200","12254000","12592600","14377973","14064286","15636216","13024791","17892816","20229512","21796158","24133664","25401266","23973030","28347688","30293677","32247332.0776827","34644497","37933773","41867157","43683583","45580297",
"Honduras","HND","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","295600","269900","240600","280400","315800","298600","288700","324400","359800","414200","507800","410600","377000","435900","439500","451000","319600","425500","482300","573900","609700","447300","437500","602200","","","","","","","","","","","","","","","","","501520","423655.325587164","422016.887644915","372972","239124","276689","275587","229684",
"Heavily indebted poor countries (HIPC)","HPC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","3070800","3354500","3415000","3636500","4026800","4387200","5101500","5193400","5664300","6468300","6969100","7255200","7394400","7618200","7991800","7460400","7178000","7293000","7551600","7301700","7434000","6618700","6719700","6433300","6139600","6114500","6751600","6925200","6968200","6849500","6492929","5967306","","","","","","","","","14165092.2265473","17296028.4634335","18073364.0300627","18079383.818","19361000.3208803","20661772","20915140","21637650",
"Croatia","HRV","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113400","215100","432200","624000","644.1","727200","767200","920000","926000","1072000","1245000","1356000","1582000","1743000","2099000","2148000","1545318","1752603","1679197","1577226","1812519","1872799","1716702","1756070","1782666","1875433","2057804",
"Haiti","HTI","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","10400","10600","11000","11500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","282300","268200","266300","330000","456500","414100","427200","555000","659000","830200","874300","1017000","1020700","957300","1038500","1116100","1150600","1231400","1176400","1316300","1363100","910700","1029100","1216900","1325400","1310900","1563400","1634700","1749200","1943500","2197521","2023385","2098760","2260849","2546234","2735214","2591666","3133574","3111575","2952885","12477063.1762511","13729553.5346856","12289555.0764284","13926540","16482060","20043787","21399963","26066294",
"IBRD only","IBD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","52648700","60385100","68110700","75117800","82724600","93191800","98981800","104774100","108830000","111663000","118623400","124150300","133004400","142534200","152102400","154794600","159995800","288036700","248551700","227237400","242319800","260075644.1","269049700","279138200","276925100","282246700","302292548","331717016","335193049","346952413","421576714","458089740","506743363","571608328","602509503","655153433","850885858.080731","949216812.694986","1030798822.41806","1123885609.53004","1223556813.41695","1342030869","1460998783","1619736811",
"IDA & IBRD total","IBT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","59678800","68595200","78110700","85566200","94555100","106151600","113445800","120366700","124715400","128029500","135519400","141561300","150415200","159896300","170496100","172706400","178700100","306448300","271850700","249315900","264620500","281495744.1","290119200","300379900","298474600","303852900","323854019","353461238","354836889","366713422","444743421","482971713","533670988","599627079","631333677","683927328","891956142.164426","997808123.775953","1080347426.56044","1174597728.92127","1276673084.40434","1396421827","1517531639","1677903451",
"IDA total","IDA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","5585100","5762600","5576700","6636600","7030100","8210100","10000000","10448400","11830500","12959800","14464000","15592600","15885400","16366500","16896000","17411000","17410800","17362100","18393700","17911800","18704300","18411600","23299000","22078500","22300700","21420100","21069500","21241700","21549500","21606200","21561471","21744222","19643840","19761009","23166707","24881973","26927625","28018751","28824174","28773895","41070284.0836958","48591311.0809664","49548604.1423795","50712119.3912287","53116270.9873868","54390958","56532856","58166640",
"IDA blend","IDB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2069400","1959100","1628700","2070000","2152500","3066700","4030400","4562000","5547800","5884900","7003200","7637100","7763800","8076800","8250300","9221800","9065900","8917900","8994900","8979100","9171900","9836000","14566600","12250800","12674800","12011000","11160100","11553800","11437900","11939100","11843681","12739574","10123374","10171799","11645648","12838531","14330508","14715142","15194650","14478595","20385957.4291658","23628953.362155","24608595.7964471","24079819.087732","24297853.3433395","25195753","26021442","25611556",
"Indonesia","IDN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","826400","994500","1286800","1787400","2219700","2527500","3103200","3781300","4431100","4656100","5059100","6098100","6028700","5567500","6494300","6468100","7115400","7568900","8823700","8983400","9223100","10401800","11176800","12009000","13924500","15977200","17138800","12650200","12613600","8046800","9916365","12453812","12113452","12221066","26780550","26835524","29867483","30405918","29766093","27421235","59384361.605798","70912258.1090481","79405799.80957","81721356","85215879.5097387","90095131","99274010","110252913",
"IDA only","IDX","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","3515700","3803500","3948000","4566600","4877600","5143400","5969600","5886400","6282700","7074900","7460800","7955500","8121600","8289700","8645700","8189200","8344900","8444200","9398800","8932700","9532400","8575600","8732400","9827700","9625900","9409100","9909400","9687900","10111600","9667100","9717790","9004648","9520466","9589210","11521059","12043442","12597117","13303609","13629524","","20684326.65453","24962357.7188113","24940008.3459323","26632300.3034966","28818417.6440473","29195205","30511414","32555084",
"Isle of Man","IMN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2671600","2554000","3285800","3391600","3037300","3839900","4534000","5147500","6099600","6546800","6603100","7574500","8391700","9164800","10125700","10993800","11785200","12668600","12863100","12740100","10862200","10717400","11127100","9441600","11518400","14260600","13394600","16039800","16521000","16005400","17299483","16862737","17633019","19455085","23934074","27879461","40288794","51897450","49877935","54446373","64374253.8038964","73996912","72151828.8895485","75589071","82718882.88","98927860","119577835","139822450",
"Not classified","INX","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1476300","1544200","1408800","1496300","1474600","1475700","1578100","1675600","1781300","2022500","1830200","1978600","1949100","1780800","1838500","1828800","1972000","2279000","3675600","4376300","4812300","4764600","5006000","4650400","4825700","6586500","7676800","8963700","10401200","11948800","13983022","15450847","19728801","28863657","34748853","42872544","50737809","60099058","69447262","77747207","84784226","89956333.5096866","92637189.1903926","93408036","98449140","115928738","134065078","153537551",
"Iran, Islamic Rep.","IRN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","715600","761400","894800","1141600","1361900","1949400","2499100","3005400","3333500","2168700","1998100","1539700","2127800","3190900","4087800","3422000","4670600","4846900","4486800","4882600","5632600","5537500","4895600","5351800","5803500","6290600","7609600","9804100","9200400","8277300","8722145","16485326","9891522","16301238","11877705","12708354","13623038","13915755","12029236","13052716","18760850.3814854","19113946.1622474","17687478.5197214","16580818.0052102","16825260.8301325","13873256","17084581","19282796",
"Iraq","IRQ","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","197700","235600","186200","208800","290900","387600","568000","672400","675300","687800","619900","457000","480600","454000","435000","540000","535000","535000","1113000","1160800","701600","27700","53000","","31500","","","","","","","","","","","","","","","","641129","761778.174355453","784944.25303469","476484","476484","2142554","2019816","2170504",
"Iceland","ISL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","457900","494100","545800","592800","611200","590200","601500","645000","688000","694000","541500","522100","574300","601400","710100","778000","808400","910100","844700","735900","759500","772600","767100","801000","1031200","1097000","1239100","1334400","1592700","1350200","1431818","1357946","1198920","1133775","1332811","1528929","1536157","1720496","1423422","1364651","1851416.84175507","2150527","2400160","2602714","3035882.7791066","4134980","5710834","7242611",
"Israel","ISR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","485000","1057400","1137100","1163500","1214300","1053700","1299800","1454100","1519700","1584000","1483300","1585200","1480800","1578700","1669400","1802700","1828600","2009700","1894600","2118000","2004000","2047500","2391200","2569400","2980400","3453400","3694600","3753600","3698500","4033200","4442967","3967140","3708138","3677879","4968931","4392448","4357151","4662615","4563041","4605452","5084798","5151469","5381980","5565864","5886728","6331198","6866472","7065040",
"Italy","ITA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","6743700","7644100","7462200","8189900","8631400","8360600","8238100","9424100","9507000","9462500","9955800","10493300","11611000","11996600","12593600","14408000","13811100","15268100","15649200","17437700","19750000","18846800","21766700","21901400","22959300","23665800","25838500","28183900","27462700","28281000","30418137","31031074","28244627","36345771","35922093","36115764","36709131","37830745","30672048","33194501","32645164","33923370.5051058","31072962.155732","27846220","27193939","28603919","29120041","27836417",
"Jamaica","JAM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","278700","425400","554900","568500","743300","696800","706500","601800","705900","795300","722700","727800","729600","716300","826000","887600","1058600","1257500","1188700","1210800","1003600","894000","983200","1037800","1011000","1126400","1388300","1400100","1453900","1669800","1922123","1946123","2016000","1838047","2007765","1573785","1526571","1618165","1644056","1380000","0","0","0","46272","76244","92836","136744","151326",
"Jordan","JOR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","118800","119600","119900","162300","243400","379900","475500","557300","728400","914300","1112600","1443300","1667300","1457300","1327600","1310200","1132000","1178000","1225900","1204000","963900","797200","1109300","1185600","1219500","1270000","1299200","1353400","1186700","1252200","1281997","1178058","1299699","1353444","1660235","1737165","2046457","2246212","2355285","2323750","3077036.69608937","3267109.73620486","3438356","3294911","3211795","3065145","3181283","3381677",
"Japan","JPN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","16315100","17880500","20169500","25393100","27485700","27281400","29566000","36177400","40554700","45367800","45144500","48061200","46394200","46554000","50452800","51294700","52489800","57757700","62087500","69321696","76223800","78719800","81378400","80063904","83913504","91797000","95913504","94997600","101701200","105994496","109123312","107823469","109037841","103988547","101740600","102279015","102845319","99842338","97022471","86896527","109617020.965748","89788818","98907859","107573000","110547000","114128000","117708000","123898000",
"Kazakhstan","KAZ","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5273400","706400","702300","1117300","568000","568000","565800","467200","461283","500981","756959","1009731","834760","1160286","1283250","1295050","1275624","1192714","3098327","3786453.06391046","4064819.02272334","4785588","4918608","5081632","5007869","5653190",
"Kenya","KEN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","171500","188000","216800","340800","382800","361500","449600","237300","363300","377400","392500","408700","391300","435500","479200","558700","611300","655800","720900","760500","794400","759900","721400","769500","753500","740400","778600","835700","1138400","1357800","1554949","1418183","1599843","1678160","2005473","2424382","2685148","2857464","2880546","2948920","4039583","4508698.01161552","4653459.73514364","4516500","4448530.52817802","4569473","4848016","4892682",
"Kyrgyz Republic","KGZ","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464000","464000","438700","488200","423000","620100","312100","240954","192060","174369","205604","245570","225923","219464","274981","204525","309488","375602","526018.012476417","494640.426821988","771165","712284","967629","1015750","1127285",
"Cambodia","KHM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","40500","107000","136200","140000","129000","112500","112500","112500","","","","","","","","","","","","","","","","","","","","","","","","","124847","164515","162132","168810","256160","307782","211281","183503","277725.054297226","499981.517962547","508688.509386018","615123.328003715","1071179","1103880","1047394","1305297",
"Kiribati","KIR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","59000","60000","60000","65500","26400","32000","24900","24000","24900","24900","24900","25400","25600","25600","26900","28400","28400","28300","","","","","","","","","","","","","","","","","","","66567",
"St. Kitts and Nevis","KNA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1208100","1463600","1640000","2213400","1923800","2046700","2075200","2466500","3099800","3725900","3566600","4186700","4201500","4861500","5353300","6202500","7211400","8330900","9826000","13160800","15684500","16908000","19766900","21425900","24932300","29345200","33002700","35505800","27109000","30870200","34331368","33710340","34831814","33372577","34511494","33888328","34842655","36655313","36077655","34168590","36987982","39911749.5898122","39969577.0157166","54530105","58289180","66093149","76859538","84045163",
"Kuwait","KWT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","315200","342200","390700","453600","517900","624800","737000","812300","849500","965100","1076200","1252500","1460700","1534500","1497900","1449200","1465700","1511100","1557300","1640600","965600","840100","1408600","1553800","1756200","1950800","2133400","2113900","2240800","2130000","2112523","2084574","2299218","2185990","2496441","2433213","2627870","2659769","2523966","2597076","4563082","3722729.502639","3481039","3244805","3530851","3752995","4069935","5586034",
"Latin America & Caribbean (excluding high income)","LAC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","13923000","14967700","17198400","19168500","22101000","25290300","28542400","31142000","35129100","40308000","43465100","43326800","44840900","45369100","45304400","47336500","50980300","51865800","51493200","56712500","54718200","54218500","53931500","56713900","60148700","58198300","61551800","67951900","72315800","73521800","76116463","84396663","81623462","77522703","83788748","89424024","92401127","99826760","113128842","117008500","150236096.074049","167152413.844648","182528157.497718","192216019.24931","205596998.982173","218215102","217387215","223748010",
"Lao PDR","LAO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","55900","42000","43000","44500","45000","45000","45000","30000","12000","13000","13000","14500","14700","14000","15700","15800","24500","45000","47500","49600","115400","115400","118500","118500","118500","124500","124500","124500","124100","197200","210847","210847","219598","218652","271706","293442","326730","328326","323401","302596","443778","532707","877949.881372257","1476528","1310124","1181188","1220201","1196041",
"Lebanon","LBN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","548600","648000","743800","819000","1037300","900000","1050000","928500","862900","904000","930300","843800","571000","695800","410700","501300","498700","353300","493200","182600","572300","535500","599600","677400","706400","769800","774600","856900","716000","719400","805803","815862","874152","935213","1086730","1076258","968820","1074219","1067774","1308382","1893359","2029610","2148669","2241480","2419476","2591297","2647258","2869266",
"Liberia","LBR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","25000","25500","26000","27000","29000","9400","10600","30400","40900","44000","50000","42000","42000","44000","45700","46300","33700","32000","32000","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","190200","259400","327200","352000","408000","558000","669900","801900","890600","913800","1168800","1486000","1557800","1860000","1583800","1579300","1382900","1515100","1581200","1617000","1803000","1883700","1350100","853000","640800","623200","638600","570600","570600","585500","600734","582712","559404","626532","850185","0","1151785","1204107","1213854","1147234","2928705.67985018","2284066.501168","1398125.13429558","2744844","2391856","1430460","1283181","1186424",
"St. Lucia","LCA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","17717500","18809300","21078700","22821000","26532900","30649500","33989400","37141200","41000200","47754900","51822900","52315700","53473200","53517600","54487400","56286100","60548200","61892400","61535800","66610700","65165400","64136600","64903900","68207800","73894400","72889000","77252200","85239100","90079300","93629700","96507566","101576743","97945064","94799825","100859199","107537262","110439889","120106257","133677728","140453020","178418790.815615","198178802.341581","217297987.707647","234290843.071702","248819232.967444","264217989","266690030","277465552",
"Least developed countries: UN classification","LDC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2730800","3045500","3129100","3816800","3969800","4109300","4915900","4914900","5137300","6108400","6523600","6950300","7329400","7433800","7539900","7459300","7562300","7675100","8589300","7631200","7986900","7201900","7366700","7251300","7794000","7350100","7686300","7640300","7741700","7631800","7690574","7544406","7533065","7643563","9205839","9963958","10582532","11015971","11256036","11769610","18083757.2926162","21798105.7803451","22619178.9609922","25019675.1460037","25990551.4712815","25697166","27094160","29209304",
"Low income","LIC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2463000","2696500","2678200","2737200","2686800","2863600","3511400","3390700","3830500","4157300","4791500","5160200","5234000","5290700","5466500","5144200","5445500","5359100","5972900","5751200","6081100","5682800","5753300","6441800","6679100","6358500","6494300","6773100","6612100","6035900","6149262","5571668","","","","","","","","","13778411.3653514","16613320.7372053","16340552.4721242","17483043.9754929","17417600.9410549","15827028","16702497","17658504",
"Liechtenstein","LIE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","104600","116000","116000","108500","107700","117300","127700","181000","100000","105300","235000","405200","572700","616500","681300","698600","611400","586900","694300","744500","891800","892700","1045600","993800","1066800","1155700","1170700","1231900","1212500","1421500","1755567","1718331","1740807","1957606","2412889","2817778","3100832","3206766","2951506","2417713","3008322.69188759","3665394","4616417","4793393.4","4756131","4911730","5284585","5342456",
"Lower middle income","LMC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","12225500","11663500","12473900","14346300","15383900","17921900","20848200","23869300","27246700","29708900","31185100","34744100","36542600","38174900","40733900","43005300","43467900","45910800","48798000","48976500","47693700","47896300","61543200","56246100","61908400","67969400","68684900","68881700","68126600","63051300","67691852","71312291","70404256","73023731","98161532","106277158","124688118","140049295","143726115","145800784","218942287.936996","252491459.557873","265845201.526017","274690779.475176","300474731.434667","332601362","377023010","420388007",
"Low & middle income","LMY","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","54874900","62757200","72174600","79005900","88179400","98213600","104620800","111405900","116350300","120297800","126425000","132829000","141202600","150183200","160873200","163082000","168959700","297266300","261124700","237558500","250336300","266847700","273672700","282043900","279113400","283386200","302606931","334532711","336011480","346476332","423712055","460641053","511263311","575015577","605870608","655820722","860353176.000227","962790581.357534","1041077807.03751","1127874103.35021","1228542698.19697","1345971463","1462653787","1616085468",
"Lesotho","LSO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","10000","10000","11000","11000","40000","52000","36300","36600","54800","61000","48700","50700","55300","60900","63000","53300","56000","56000","26100","20500","26600","24800","17100","10500","28200","1300","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","24637200","27412300","30153500","32162100","35456000","40432600","42895300","45741200","48636300","48639000","51251500","55201400","63012500","68463800","76750800","76969300","84784000","218048600","169668800","149063500","156855000","173392100","178597200","184906800","187098700","199593400","216639000","237815480","258940139","271040893","331760561","347642313","384756400","444476143","485748645","572829124","685670532.062163","761255355.361109","830069110.535278","907272787.660847","985686600.922675","1088963002","1190947049","1321396162",
"Lithuania","LTU","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","557200","149700","194500","209900","214000","236800","258900","249600","283836","304051","303865","329271","447883","505409","429657","423585","609847","616514","81450","69445","592996","1009728","1274911","1363946","1046012","1069268",
